Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_Word,sentence,word,randomize_1
Ich beneide meine Nachbarin für ihren schönen,hals,1,8.0,14,59,8,207,0.01694915254237288,1.361699768854784,em_lc,247,247,em,s_em_247p.wav,s_em_lc_247tw,0.6527513470691078,s_em_247p.wav,s_em_lc_247tw_6.wav,Stimuli/s_em_247p.wav,Stimuli/s_em_lc_247tw_6.wav,0.0008490348057242914
"Sie strengte sich an, aber erkannte keine",muster,8,26.0,41,67,8,331,0.1194029850746269,3.489619067733407,eh,400,400,eh,s_eh_400p.wav,s_eh_400tw,0.2004780713121127,s_eh_400p.wav,s_eh_400tw_1.wav,Stimuli/s_eh_400p.wav,Stimuli/s_eh_400tw_1.wav,0.01151022176714489
Ihr Großvater vererbte ihr seine wertvolle,uhr,36,11.0,12,68,7,216,0.5294117647058824,1.584654678190337,em_hc,259,259,em,s_em_259p.wav,s_em_hc_259tw,0.3292269223750456,s_em_259p.wav,s_em_hc_259tw_3.wav,Stimuli/s_em_259p.wav,Stimuli/s_em_hc_259tw_3.wav,0.012113631975595118
Die alte Dame sitzt auf der Parkbank und füttert die,tauben,28,7.0,8,68,11,149,0.4117647058823529,1.399570528835303,em_hc,164,164,em,s_em_164p.wav,s_em_hc_164tw,0.270080764652156,s_em_164p.wav,s_em_hc_164tw_3.wav,Stimuli/s_em_164p.wav,Stimuli/s_em_hc_164tw_3.wav,0.019536027918531707
Der Fluss durch die Stadt führt direkt zum,meer,31,6.0,16,66,9,99,0.4696969696969697,1.82405282167873,em_hc,107,107,em,s_em_107p.wav,s_em_hc_107tw,0.7969668342373754,s_em_107p.wav,s_em_hc_107tw_12.wav,Stimuli/s_em_107p.wav,Stimuli/s_em_hc_107tw_12.wav,0.0238477893935658
Sie wischte sich den Schweiß von der,stirn,65,4.0,4,68,8,333,0.9558823529411765,0.2292845795405712,el,402,402,el,s_el_402p.wav,s_el_402tw,0.14739509737517376,s_el_402p.wav,s_el_402tw_1.wav,Stimuli/s_el_402p.wav,Stimuli/s_el_402tw_1.wav,0.029919179622546088
Zur Belohnung gebe ich meinem Hund ein,leckerli,60,2.0,2,61,8,360,0.9836065573770492,0.08364970461058928,el,441,441,el,s_el_441p.wav,s_el_441tw,0.8443069820546513,s_el_441p.wav,s_el_441tw_12.wav,Stimuli/s_el_441p.wav,Stimuli/s_el_441tw_12.wav,0.03257916962268692
Auf der Ladefläche des Transporters befand sich eine,kiste,14,10.0,35,68,9,32,0.2058823529411765,3.189191245204432,eh,27,27,eh,s_eh_027p.wav,s_eh_027tw,0.6681154522385434,s_eh_027p.wav,s_eh_027tw_6.wav,Stimuli/s_eh_027p.wav,Stimuli/s_eh_027tw_6.wav,0.03661022203619391
Immer mehr Jugendliche nehmen leichtsinnigerweise ,Drogen ,43,,2,44,6,25,0.9772727272727273,0.108471339035916,el,297,297,el,s_el_297p.wav,s_el_297tw,0.47111329957453196,s_el_297p.wav,s_el_297tw_6.wav,Stimuli/s_el_297p.wav,Stimuli/s_el_297tw_6.wav,0.03856360097074141
Der Park in der Nähe hat einen großen,see,28,7.0,9,67,9,126,0.417910447761194,1.562915661507047,em_hc,130,130,em,s_em_130p.wav,s_em_hc_130tw,0.1615924175530501,s_em_130p.wav,s_em_hc_130tw_1.wav,Stimuli/s_em_130p.wav,Stimuli/s_em_hc_130tw_1.wav,0.04502551102620145
Ungeduldig schaut Toni auf ihre,kuh,0,5.0,5,76,6,22,0.0,0.3742793427934435,el_mm,415,415,el,s_el_415p.wav,s_el_mm_415tw,0.005993606038986354,s_el_415p.wav,s_el_mm_415tw_1.wav,Stimuli/s_el_415p.wav,Stimuli/s_el_mm_415tw_1.wav,0.053567086535380004
Zur Bekräftigung des Friedens rauchten die Indianer eine,Feige,0,,2,44,9,37,0.0,0.4741393130578374,el_mm,439,439,el,s_el_439p.wav,s_el_mm_439tw,0.2530658462952279,s_el_439p.wav,s_el_mm_439tw_3.wav,Stimuli/s_el_439p.wav,Stimuli/s_el_mm_439tw_3.wav,0.06918449549287742
Auf einer Mission untersuchten die Astronauten die Oberfläche des,raumschiffs,2,7.0,7,67,10,36,0.02985074626865672,1.027560442651357,em_lc,31,31,em,s_em_031p.wav,s_em_lc_031tw,0.5941189850356087,s_em_031p.wav,s_em_lc_031tw_6.wav,Stimuli/s_em_031p.wav,Stimuli/s_em_lc_031tw_6.wav,0.07196068029432967
Im Streichelzoo gibt es freche,igel,1,5.0,11,65,6,238,0.01538461538461539,1.435100283600329,em_lc,285,285,em,s_em_285p.wav,s_em_lc_285tw,0.683430947346689,s_em_285p.wav,s_em_lc_285tw_6.wav,Stimuli/s_em_285p.wav,Stimuli/s_em_lc_285tw_6.wav,0.07656704552383176
Zum Angeln spießte sie den Wurm auf den,haken,64,3.0,6,76,9,25,0.8421052631578947,0.6436950374390724,el,437,437,el,s_el_437p.wav,s_el_437tw,0.682030314093509,s_el_437p.wav,s_el_437tw_6.wav,Stimuli/s_el_437p.wav,Stimuli/s_el_437tw_6.wav,0.08838812001640206
Die Forscherin entdeckt eine neue Pflanzenart im,dschungel,16,7.0,21,66,8,157,0.2424242424242424,2.513229419959056,eh,183,183,eh,s_eh_183p.wav,s_eh_183tw,0.04850861546355978,s_eh_183p.wav,s_eh_183tw_1.wav,Stimuli/s_eh_183p.wav,Stimuli/s_eh_183tw_1.wav,0.08842288913185503
Der frühe Vogel fängt den,luchs,0,1.0,1,66,6,100,0.0,0.0,el_mm,109,109,el,s_el_109p.wav,s_el_mm_109tw,0.19754314415355312,s_el_109p.wav,s_el_mm_109tw_1.wav,Stimuli/s_el_109p.wav,Stimuli/s_el_mm_109tw_1.wav,0.09207233301073658
Der Fahrer fährt die Staatsgäste sicher durch die,nacht,1,11.0,16,68,9,95,0.01470588235294118,1.543851091202297,em_lc,100,100,em,s_em_100p.wav,s_em_lc_100tw,0.17775205616296963,s_em_100p.wav,s_em_lc_100tw_1.wav,Stimuli/s_em_100p.wav,Stimuli/s_em_lc_100tw_1.wav,0.10273050876625456
Der Plan hat Hand und ,Fuß ,46,,1,46,6,8,1.0,0.0,el,133,133,el,s_el_133p.wav,s_el_133tw,0.014170724707247784,s_el_133p.wav,s_el_133tw_1.wav,Stimuli/s_el_133p.wav,Stimuli/s_el_133tw_1.wav,0.10717013382868945
Nach der Gartenarbeit wusch sie sich gründlich die,achseln,0,2.0,2,76,9,17,0.0,0.1216924026780619,el_mm,370,370,el,s_el_370p.wav,s_el_mm_370tw,0.19946962618057296,s_el_370p.wav,s_el_mm_370tw_1.wav,Stimuli/s_el_370p.wav,Stimuli/s_el_mm_370tw_1.wav,0.10740592635420276
Der Zauberer verriet dem Publikum seinen ,weg,0,,4,47,7,11,0.0,0.2054707498023056,el_mm,160,160,el,s_el_160p.wav,s_el_mm_160tw,0.44371215384600393,s_el_160p.wav,s_el_mm_160tw_3.wav,Stimuli/s_el_160p.wav,Stimuli/s_el_mm_160tw_3.wav,0.11313757631002164
Der Fernseher im Wohnzimmer hat einen großen,sprung,1,12.0,12,67,8,96,0.01492537313432836,1.07101215383528,em_lc,102,102,em,s_em_102p.wav,s_em_lc_102tw,0.4361848386095347,s_em_102p.wav,s_em_lc_102tw_3.wav,Stimuli/s_em_102p.wav,Stimuli/s_em_lc_102tw_3.wav,0.11498180515522527
Der Skilift schaukelte bedenklich im,wind,64,7.0,7,76,6,7,0.8421052631578947,0.6688205967138676,el,140,140,el,s_el_140p.wav,s_el_140tw,0.6027014202021338,s_el_140p.wav,s_el_140tw_6.wav,Stimuli/s_el_140p.wav,Stimuli/s_el_140tw_6.wav,0.11913987688113181
Sie kam mit den Beinen kaum bis auf den ,Kessel,0,,4,45,10,35,0.0,0.3923791765259529,el_mm,396,396,el,s_el_396p.wav,s_el_mm_396tw,0.4195835840945974,s_el_396p.wav,s_el_mm_396tw_3.wav,Stimuli/s_el_396p.wav,Stimuli/s_el_mm_396tw_3.wav,0.12555657937412668
Im Zoo füttern die Tierpfleger die hungrigen,löwen,30,7.0,14,68,8,244,0.4411764705882353,1.82565995798843,em_hc,293,293,em,s_em_293p.wav,s_em_hc_293tw,0.718783214233792,s_em_293p.wav,s_em_hc_293tw_6.wav,Stimuli/s_em_293p.wav,Stimuli/s_em_hc_293tw_6.wav,0.12928792534823064
Die Kellnerin serviert den Nachtisch auf dem,tablett,42,6.0,10,65,8,169,0.6461538461538462,1.272459243651833,em_hc,195,195,em,s_em_195p.wav,s_em_hc_195tw,0.015160799109355083,s_em_195p.wav,s_em_hc_195tw_1.wav,Stimuli/s_em_195p.wav,Stimuli/s_em_hc_195tw_1.wav,0.13166295309046827
Im Sandkasten spielen die Kinder mit Schaufel und,gabel,1,5.0,10,68,9,236,0.01470588235294118,1.334344616596775,em_lc,283,283,em,s_em_283p.wav,s_em_lc_283tw,0.26078138496125214,s_em_283p.wav,s_em_lc_283tw_1.wav,Stimuli/s_em_283p.wav,Stimuli/s_em_lc_283tw_1.wav,0.13321654750121947
Die Kaffeetasse auf dem Tisch hat ein Muster mit,blumen,25,2.0,26,68,10,167,0.3676470588235294,2.605279362890865,eh,192,192,eh,s_eh_192p.wav,s_eh_192tw,0.854881305334241,s_eh_192p.wav,s_eh_192tw_6.wav,Stimuli/s_eh_192p.wav,Stimuli/s_eh_192tw_6.wav,0.13981539861974546
Wir planen am Wochenende einen,umtrunk,1,9.0,10,65,6,351,0.01538461538461539,0.9442858669382372,em_lc,427,427,em,s_em_427p.wav,s_em_lc_427tw,0.5002182232631666,s_em_427p.wav,s_em_lc_427tw_3.wav,Stimuli/s_em_427p.wav,Stimuli/s_em_lc_427tw_3.wav,0.14899525597924046
Ich suche meine Schlüssel in der,tasche,39,9.0,10,66,7,213,0.5909090909090909,1.436287342372337,em_hc,253,253,em,s_em_253p.wav,s_em_hc_253tw,0.4587709865755072,s_em_253p.wav,s_em_hc_253tw_6.wav,Stimuli/s_em_253p.wav,Stimuli/s_em_hc_253tw_6.wav,0.1606812160709099
Trotz der Turbulenzen bringt der Pilot das Flugzeug sicher nach,hause,30,6.0,15,66,11,336,0.4545454545454545,1.625007325237624,em_hc,406,406,em,s_em_406p.wav,s_em_hc_406tw,0.25744945353118476,s_em_406p.wav,s_em_hc_406tw_3.wav,Stimuli/s_em_406p.wav,Stimuli/s_em_hc_406tw_3.wav,0.16858535313383416
Aus dem Fenster sieht man in der Ferne die hohen,masten,1,6.0,9,64,11,41,0.015625,1.229807721516524,em_lc,37,37,em,s_em_037p.wav,s_em_lc_037tw,0.14822962041441867,s_em_037p.wav,s_em_lc_037tw_1.wav,Stimuli/s_em_037p.wav,Stimuli/s_em_lc_037tw_1.wav,0.1708479057199217
Beim Kochen schnitt sich Onur in den,finger,61,3.0,5,68,8,57,0.8970588235294118,0.4629571619158683,el,50,50,el,s_el_050p.wav,s_el_050tw,0.9844461188451467,s_el_050p.wav,s_el_050tw_12.wav,Stimuli/s_el_050p.wav,Stimuli/s_el_050tw_12.wav,0.1720234772281828
In einer Seeschlacht erbeuteten die Piraten viele,schätze,36,16.0,22,68,8,272,0.5294117647058824,2.045913173382595,em_hc,323,323,em,s_em_323p.wav,s_em_hc_323tw,0.7762756566397202,s_em_323p.wav,s_em_hc_323tw_12.wav,Stimuli/s_em_323p.wav,Stimuli/s_em_hc_323tw_12.wav,0.1824961438103021
Kurz vor der Ziellinie fiel der Reiter von seinem,strauß,0,1.0,3,66,10,287,0.0,0.2138398613629944,el_mm,342,342,el,s_el_342p.wav,s_el_mm_342tw,0.3593520907253799,s_el_342p.wav,s_el_mm_342tw_3.wav,Stimuli/s_el_342p.wav,Stimuli/s_el_mm_342tw_3.wav,0.20527335572995908
Auf dem Oktoberfest trinken die Menschen viel,bier,64,2.0,2,66,8,21,0.9696969696969697,0.1357939587515939,el,17,17,el,s_el_017p.wav,s_el_017tw,0.9465771295961116,s_el_017p.wav,s_el_017tw_12.wav,Stimuli/s_el_017p.wav,Stimuli/s_el_017tw_12.wav,0.21603215949717447
Meine Pommes esse ich am liebsten mit Ketchup und,salat,0,1.0,1,76,10,16,0.0,0.0,el_mm,352,352,el,s_el_352p.wav,s_el_mm_352tw,0.4962386414285629,s_el_352p.wav,s_el_mm_352tw_6.wav,Stimuli/s_el_352p.wav,Stimuli/s_el_mm_352tw_6.wav,0.21907571286621774
Mit voller Wucht traf die Abrissbirne das,regal,1,7.0,7,67,8,303,0.01492537313432836,1.028217954901457,em_lc,359,359,em,s_em_359p.wav,s_em_lc_359tw,0.8045725891661458,s_em_359p.wav,s_em_lc_359tw_12.wav,Stimuli/s_em_359p.wav,Stimuli/s_em_lc_359tw_12.wav,0.2203148758404232
An Weihnachten schmückte die ganze Familie den Baum mit,kugeln,39,7.0,13,65,10,16,0.6,1.453515468666839,em_hc,11,11,em,s_em_011p.wav,s_em_hc_011tw,0.13933656102152936,s_em_011p.wav,s_em_hc_011tw_1.wav,Stimuli/s_em_011p.wav,Stimuli/s_em_hc_011tw_1.wav,0.22211815198429607
Der Schaffner wurde misstrauisch wegen des,tickets,23,23.0,26,66,7,130,0.3484848484848485,2.638984040413408,eh,136,136,eh,s_eh_136p.wav,s_eh_136tw,0.8771816951697382,s_eh_136p.wav,s_eh_136tw_12.wav,Stimuli/s_eh_136p.wav,Stimuli/s_eh_136tw_12.wav,0.2350321434694883
Die Hose war zu eng zum,sitzen,16,16.0,20,66,7,162,0.2424242424242424,2.551013677760933,eh,185,185,eh,s_eh_185p.wav,s_eh_185tw,0.4484569386255255,s_eh_185p.wav,s_eh_185tw_3.wav,Stimuli/s_eh_185p.wav,Stimuli/s_eh_185tw_3.wav,0.2560081112039966
Ihre Arbeit machte ihr ,Spaß,45,,2,52,5,23,0.8653846153846154,0.3950671208304354,el,263,263,el,s_el_263p.wav,s_el_263tw,0.23617446580596624,s_el_263p.wav,s_el_263tw_3.wav,Stimuli/s_el_263p.wav,Stimuli/s_el_263tw_3.wav,0.26544422595043327
In den Bergen übernachten die Gäste in einer gemütlichen,hütte,50,3.0,9,66,10,250,0.7575757575757576,1.015956349865725,em_hc,304,304,em,s_em_304p.wav,s_em_hc_304tw,0.7415174822899899,s_em_304p.wav,s_em_hc_304tw_6.wav,Stimuli/s_em_304p.wav,Stimuli/s_em_hc_304tw_6.wav,0.26576894048983435
Die italienische Mafia handelt vor allem mit,köpfchen,1,6.0,11,68,8,163,0.01470588235294118,1.133246777304232,em_lc,186,186,em,s_em_186p.wav,s_em_lc_186tw,0.886162624543655,s_em_186p.wav,s_em_lc_186tw_12.wav,Stimuli/s_em_186p.wav,Stimuli/s_em_lc_186tw_12.wav,0.26850849319374237
Der Baum im Herbst hat bunte,schleifen,0,1.0,1,66,7,89,0.0,0.0,el_mm,91,91,el,s_el_091p.wav,s_el_mm_091tw,0.20329513743583594,s_el_091p.wav,s_el_mm_091tw_1.wav,Stimuli/s_el_091p.wav,Stimuli/s_el_mm_091tw_1.wav,0.27040105466809383
Die lange steile Treppe führt zum,dachboden,17,8.0,29,66,7,174,0.2575757575757576,2.864106074772728,eh,203,203,eh,s_eh_203p.wav,s_eh_203tw,0.1907437186232982,s_eh_203p.wav,s_eh_203tw_1.wav,Stimuli/s_eh_203p.wav,Stimuli/s_eh_203tw_1.wav,0.2729097457048477
Das Cappie schützt die Augen vor der,kreide,0,2.0,3,65,8,65,0.0,0.2657850763483092,el_mm,64,64,el,s_el_064p.wav,s_el_mm_064tw,0.5184143956598126,s_el_064p.wav,s_el_mm_064tw_6.wav,Stimuli/s_el_064p.wav,Stimuli/s_el_mm_064tw_6.wav,0.27607172492965726
Im Aquarium gibt es neben Fischen auch,pflanzen,11,12.0,24,65,8,220,0.1692307692307692,2.792576662047787,eh,267,267,eh,s_eh_267p.wav,s_eh_267tw,0.40071945673218634,s_eh_267p.wav,s_eh_267tw_3.wav,Stimuli/s_eh_267p.wav,Stimuli/s_eh_267tw_3.wav,0.27750543527000815
Aus der Mine hoben die Bergarbeiter wertvolles,kupfer,1,9.0,13,65,8,46,0.01538461538461539,1.635823904280963,em_lc,43,43,em,s_em_043p.wav,s_em_lc_043tw,0.7492756334440502,s_em_043p.wav,s_em_lc_043tw_12.wav,Stimuli/s_em_043p.wav,Stimuli/s_em_lc_043tw_12.wav,0.27786117818747125
Im Kindergarten bekamen die meisten Kinder in dieser Woche,läuse,5,20.0,38,67,10,229,0.07462686567164178,3.440694712499508,eh,278,278,eh,s_eh_278p.wav,s_eh_278tw,0.17720213244222383,s_eh_278p.wav,s_eh_278tw_1.wav,Stimuli/s_eh_278p.wav,Stimuli/s_eh_278tw_1.wav,0.2810770193830817
